,ID,Program.Code,From.Grade,To.Grade,Group.State,Is.Non.Annual.,Days,Travel.Type,Departure.Date,Return.Date,Deposit.Date,Special.Pay,Tuition,FRP.Active,FRP.Cancelled,FRP.Take.up.percent.,Early.RPL,Latest.RPL,Cancelled.Pax,Total.Discount.Pax,Initial.System.Date,Poverty.Code,Region,CRM.Segment,School.Type,Parent.Meeting.Flag,MDR.Low.Grade,MDR.High.Grade,Total.School.Enrollment,Income.Level,EZ.Pay.Take.Up.Rate,School.Sponsor,SPR.Product.Type,SPR.New.Existing,FPP,Total.Pax,SPR.Group.Revenue,NumberOfMeetingswithParents,FirstMeeting,LastMeeting,DifferenceTraveltoFirstMeeting,DifferenceTraveltoLastMeeting,SchoolGradeTypeLow,SchoolGradeTypeHigh,SchoolGradeType,DepartureMonth,GroupGradeTypeLow,GroupGradeTypeHigh,GroupGradeType,MajorProgramCode,SingleGradeTripFlag,FPP.to.School.enrollment,FPP.to.PAX,Num.of.Non_FPP.PAX,SchoolSizeIndicator,Retained.in.2012.,NPS 2011,NPS 2010,NPS 2009,NPS 2008,>= 3 FPP Date,>= 10 FPP Date,>= 20 FPP Date,>= 35 FPP Date,From.Grade_surrogate,To.Grade_surrogate,Special.Pay_surrogate,Early.RPL_surrogate,Latest.RPL_surrogate,Initial.System.Date_surrogate,Poverty.Code_surrogate,CRM.Segment_surrogate,MDR.Low.Grade_surrogate,MDR.High.Grade_surrogate,Total.School.Enrollment_surrogate,Income.Level_surrogate,FirstMeeting_surrogate,LastMeeting_surrogate,DifferenceTraveltoFirstMeeting_surrogate,DifferenceTraveltoLastMeeting_surrogate,FPP.to.School.enrollment_surrogate,SchoolSizeIndicator_surrogate,NPS 2011_surrogate,NPS 2010_surrogate,NPS 2009_surrogate,NPS 2008_surrogate,>= 3 FPP Date_surrogate,>= 10 FPP Date_surrogate,>= 20 FPP Date_surrogate,>= 35 FPP Date_surrogate
1053,1054,HD,0.0,0.0,MN,0,4,A,2011-05-05,2011-05-08,2010-10-29,FR,1422,53,9,0.616,2010-03-23,2010-08-25,12,6,2010-03-22,A,Other,5.0,PUBLIC,1,6,8.0,1185.0,N,0.337,0,East Coast,EXISTING,86,92,1422,1,2010-09-28,2010-09-28,219.0,219.0,Undefined,Undefined,Undefined->Undefined,May,Middle,Middle,Middle->Middle,H,0,0.07257384,0.9347826090000001,6,L,1,0.0,9.0,10.0,9.0,2010-04-17,2010-05-03,2010-05-24,2010-05-29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1054,1055,HD,8.0,8.0,KY,0,4,B,2011-05-05,2011-05-08,2010-10-01,FIXED_NA,620,15,3,0.484,2010-02-04,2010-09-09,3,2,2010-01-26,B,Other,10.0,PUBLIC,1,6,8.0,1000.0,P,0.19399999999999998,0,East Coast,EXISTING,31,33,620,2,2010-05-28,2010-09-15,342.0,232.0,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.031,0.939393939,2,L,1,10.0,10.0,10.0,9.0,2010-06-01,2010-06-07,2010-09-30,1900-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1055,1056,HD,6.0,8.0,MN,0,4,A,2011-05-05,2011-05-08,2010-11-15,FIXED_NA,1499,13,1,0.52,2010-03-15,2010-08-25,1,2,2010-03-11,A,Other,10.0,PUBLIC,1,6,8.0,1974.0,P,0.24,0,East Coast,EXISTING,25,27,1499,1,2010-09-23,2010-09-23,224.0,224.0,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,0,0.01266464,0.9259259259999999,2,L,1,9.0,9.0,9.0,9.0,2010-09-23,2010-10-19,2010-11-15,1900-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1056,1057,HD,8.0,8.0,NE,0,4,A,2011-05-05,2011-05-08,2010-10-19,FR,1478,4,1,0.5710000000000001,2010-04-28,2010-08-16,1,1,2010-04-28,FIXED_NA,Other,5.0,Catholic,1,PK,8.0,400.0,P,0.28600000000000003,0,East Coast,EXISTING,7,8,1478,2,2010-05-13,2010-09-21,357.0,226.0,Middle,Middle,Middle->Middle,May,PK,Middle,PK->Middle,H,1,0.0175,0.875,1,S-M,1,10.0,10.0,0.0,0.0,2010-05-22,1900-01-01,1900-01-01,1900-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1
1057,1058,HD,8.0,8.0,TX,0,4,A,2011-05-05,2011-05-08,2010-11-10,FIXED_NA,1672,5,0,0.7140000000000001,2010-09-16,2010-09-16,2,2,2010-09-16,D,Houston,1.0,PUBLIC,1,6,8.0,430.0,B,0.0,0,East Coast,NEW,7,9,1672,1,2010-09-28,2010-09-28,219.0,219.0,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.01627907,0.7777777779999999,2,S-M,0,10.0,0.0,0.0,0.0,2010-10-28,1900-01-01,1900-01-01,1900-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1
1058,1059,Other.Program.Code,4.0,4.0,CA,0,1,B,2011-05-06,2011-05-06,2010-10-20,SA,156,0,0,0.0,1900-01-01,2010-09-10,2,3,2010-05-13,FIXED_NA,Southern California,5.0,CHD,1,K,8.0,541.0,O,0.0,1,CA History,EXISTING,107,110,156,1,2010-09-20,2010-09-20,228.0,228.0,Elementary,Elementary,Elementary->Elementary,May,K,Middle,K->Middle,H,1,0.197781885,0.972727273,3,S-M,1,10.0,10.0,10.0,10.0,2010-10-21,2010-10-21,2010-10-21,2010-10-21,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1059,1060,Other.Program.Code,4.0,4.0,CA,0,1,B,2011-05-06,2011-05-06,2010-10-10,FIXED_NA,143,7,0,0.212,1900-01-01,2010-09-21,1,1,2010-06-12,B,Southern California,4.0,PUBLIC,0,K,6.0,579.0,Q,0.061,1,CA History,EXISTING,33,34,143,0,1900-01-01,1900-01-01,0.0,0.0,Elementary,Elementary,Elementary->Elementary,May,K,Middle,K->Middle,H,1,0.056994819,0.970588235,1,M-L,1,0.0,10.0,0.0,0.0,2010-10-07,2010-10-10,2010-10-19,1900-01-01,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1
1060,1061,HS,4.0,5.0,CA,1,1,A,2011-05-06,2011-05-06,2010-11-09,FIXED_NA,417,17,1,0.425,1900-01-01,2010-09-23,5,1,2010-09-22,FIXED_NA,Southern California,4.0,Private non-Christian,1,PK,6.0,85.0,Q,0.1,1,CA History,NEW,40,41,417,1,2010-10-12,2010-10-12,206.0,206.0,Elementary,Elementary,Elementary->Elementary,May,PK,Middle,PK->Middle,H,0,0.470588235,0.975609756,1,S,0,8.0,0.0,10.0,10.0,2010-10-17,2010-10-26,2010-10-26,2011-04-27,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1061,1062,HD,8.0,8.0,TX,0,4,A,2011-05-06,2011-05-09,2010-10-31,FIXED_NA,1299,18,7,0.667,1900-01-01,2010-09-17,19,2,2010-09-17,B,Dallas,10.0,PUBLIC,1,6,8.0,1058.0,L,0.14800000000000002,0,East Coast,NEW,27,29,1299,1,2010-10-06,2010-10-06,212.0,212.0,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.025519849,0.931034483,2,L,1,9.0,0.0,0.0,0.0,2010-10-13,2010-10-18,2010-10-29,1900-01-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
1062,1063,HD,8.0,8.0,TX,0,4,A,2011-05-06,2011-05-09,2010-10-31,FIXED_NA,1299,25,4,0.6940000000000001,1900-01-01,2010-09-17,7,5,2010-09-17,B,Dallas,10.0,PUBLIC,1,6,8.0,965.0,L,0.25,0,East Coast,NEW,36,41,1299,2,2010-09-29,2011-04-12,219.0,24.0,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.037305699,0.87804878,5,L,1,6.0,0.0,0.0,0.0,2010-09-30,2010-10-04,2010-10-13,2010-10-25,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1063,1064,HD,7.0,7.0,WI,0,4,A,2011-05-06,2011-05-10,2010-10-15,FIXED_NA,1444,48,6,0.615,2010-04-26,2010-08-23,14,10,2010-04-23,A,Other,5.0,PUBLIC,1,6,8.0,405.0,Q,0.37200000000000005,0,East Coast,EXISTING,78,88,1444,1,2010-09-14,2010-09-14,234.0,234.0,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.192592593,0.8863636359999999,10,S-M,1,8.0,8.0,0.0,9.0,2010-05-27,2010-05-29,2010-05-31,2010-06-03,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1064,1065,HD,5.0,5.0,AL,0,3,B,2011-05-06,2011-05-10,2010-10-10,FIXED_NA,849,12,5,0.444,1900-01-01,2010-08-20,3,2,2010-08-19,C,Other,4.0,PUBLIC,1,3,5.0,303.0,F,0.0,0,East Coast,NEW,27,29,849,1,2010-09-14,2010-09-14,234.0,234.0,Elementary,Elementary,Elementary->Elementary,May,Elementary,Elementary,Other.GroupGradeType,H,1,0.089108911,0.931034483,2,S,1,10.0,0.0,0.0,0.0,2010-09-23,2010-09-30,2010-10-12,1900-01-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
1065,1066,HD,5.0,5.0,AL,0,3,B,2011-05-06,2011-05-10,2010-10-10,FIXED_NA,849,6,2,0.28600000000000003,1900-01-01,2010-09-09,2,2,2010-09-09,C,Other,4.0,PUBLIC,0,3,5.0,341.0,F,0.14300000000000002,0,East Coast,NEW,21,23,849,0,1900-01-01,1900-01-01,0.0,0.0,Elementary,Elementary,Elementary->Elementary,May,Elementary,Elementary,Other.GroupGradeType,H,1,0.061583578,0.913043478,2,S-M,1,7.0,0.0,0.0,0.0,2010-10-01,2010-10-05,2010-10-13,1900-01-01,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1
1066,1067,HD,5.0,5.0,AL,0,3,B,2011-05-06,2011-05-10,2010-10-10,FIXED_NA,849,8,1,0.444,1900-01-01,2010-09-09,4,2,2010-09-09,C,Other,4.0,PUBLIC,1,3,5.0,319.0,F,0.111,0,East Coast,NEW,18,20,849,1,2010-09-21,2010-09-21,227.0,227.0,Elementary,Elementary,Elementary->Elementary,May,Elementary,Elementary,Other.GroupGradeType,H,1,0.056426332,0.9,2,S,1,10.0,0.0,0.0,0.0,2010-09-23,2010-09-25,1900-01-01,1900-01-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1
1067,1068,HD,8.0,8.0,AZ,0,7,A,2011-05-06,2011-05-13,2010-10-22,CP,1930,51,8,0.607,2010-04-09,2010-08-20,9,13,2010-04-08,A,Other,5.0,PUBLIC,1,7,8.0,310.0,Q,0.071,1,East Coast,EXISTING,84,97,1930,1,2010-09-15,2010-09-15,233.0,233.0,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.270967742,0.8659793809999999,13,S,1,10.0,10.0,10.0,8.0,2010-05-18,2010-05-24,2010-05-26,2010-05-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1068,1069,HS,4.0,4.0,CA,0,1,A,2011-05-07,2011-05-07,2010-10-22,FIXED_NA,395,19,4,0.633,2010-05-18,2010-08-26,6,1,2010-05-06,A,Southern California,4.0,PUBLIC,0,K,5.0,495.0,Q,0.133,1,CA History,EXISTING,30,31,395,0,1900-01-01,1900-01-01,0.0,0.0,Elementary,Elementary,Elementary->Elementary,May,K,Elementary,K->Elementary,H,1,0.060606060999999996,0.967741935,1,S-M,0,10.0,10.0,10.0,10.0,2010-06-11,2010-07-17,2010-10-18,1900-01-01,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1
1069,1070,HS,4.0,4.0,CA,0,1,A,2011-05-07,2011-05-07,2010-10-22,FIXED_NA,395,9,0,0.391,2010-05-18,2010-08-26,0,1,2010-05-06,A,Southern California,4.0,PUBLIC,0,PK,5.0,530.0,Q,0.217,1,CA History,EXISTING,23,24,395,0,1900-01-01,1900-01-01,0.0,0.0,Elementary,Elementary,Elementary->Elementary,May,PK,Elementary,PK->Elementary,H,1,0.043396225999999996,0.958333333,1,S-M,0,10.0,10.0,10.0,0.0,2010-06-17,2010-09-27,2010-10-20,1900-01-01,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1
1070,1071,HD,8.0,8.0,Other.Group.State,0,3,A,2011-05-07,2011-05-09,2010-10-22,FR,927,23,5,0.561,2010-03-17,2010-08-25,6,4,2010-03-17,C,Other,10.0,PUBLIC,1,6,8.0,740.0,H,0.22,0,East Coast,EXISTING,41,45,927,1,2010-09-22,2010-09-22,227.0,227.0,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.055405405,0.911111111,4,M-L,1,10.0,10.0,10.0,10.0,2010-04-15,2010-05-04,2010-05-19,2010-09-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1071,1072,HC,8.0,8.0,CA,0,5,A,2011-05-07,2011-05-11,2010-10-15,FIXED_NA,2303,6,1,0.4,2010-04-12,2010-08-17,1,2,2010-04-09,B,Southern California,5.0,PUBLIC,1,6,8.0,743.0,K,0.133,0,East Coast,EXISTING,15,17,2303,2,2010-05-17,2010-09-08,355.0,241.0,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.020188425,0.882352941,2,M-L,1,10.0,10.0,0.0,0.0,2010-05-29,2010-11-19,1900-01-01,1900-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
1072,1073,HC,8.0,8.0,CA,0,5,A,2011-05-07,2011-05-11,2010-06-01,FR,2100,12,0,0.857,2010-03-01,2010-03-01,1,1,2010-02-27,B,Northern California,10.0,PUBLIC,1,PK,8.0,92.0,L,0.071,0,East Coast,EXISTING,14,15,2100,1,2010-09-23,2010-09-23,226.0,226.0,Middle,Middle,Middle->Middle,May,PK,Middle,PK->Middle,H,1,0.152173913,0.933333333,1,S,1,0.0,0.0,0.0,0.0,2010-06-03,2010-06-03,1900-01-01,1900-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1
1073,1074,HD,8.0,8.0,CA,0,7,A,2011-05-07,2011-05-14,2010-10-22,FR,2754,19,1,0.5429999999999999,2010-03-24,2010-08-23,1,2,2010-03-24,FIXED_NA,Northern California,5.0,Catholic,0,PK,8.0,250.0,M,0.114,0,East Coast,EXISTING,35,37,2754,0,1900-01-01,1900-01-01,0.0,0.0,Middle,Middle,Middle->Middle,May,PK,Middle,PK->Middle,H,1,0.14,0.9459459459999999,2,S,1,10.0,0.0,10.0,10.0,2010-06-02,2010-06-15,2010-11-23,2011-04-19,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0
1074,1075,HD,4.0,5.0,CO,1,5,A,2011-05-08,2011-05-12,2010-12-15,FIXED_NA,1876,0,2,0.0,2010-04-07,2011-02-11,2,2,2010-04-06,B,Other,4.0,PUBLIC,1,K,6.0,365.0,J,0.0,0,East Coast,NEW,19,21,1876,2,2010-05-18,2010-09-21,355.0,229.0,Elementary,Elementary,Elementary->Elementary,May,K,Middle,K->Middle,H,0,0.052054795,0.904761905,2,S-M,0,0.0,0.0,2.0,0.0,2011-02-17,2011-03-07,1900-01-01,1900-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1
1075,1076,HD,6.0,0.0,CO,1,6,A,2011-05-08,2011-05-13,2010-06-01,SA,1827,0,0,0.0,2010-03-26,2010-03-26,6,5,2010-01-14,B,Other,4.0,PUBLIC,1,K,6.0,560.0,P,0.0,0,East Coast,EXISTING,57,62,1827,1,2010-09-08,2010-09-08,242.0,242.0,Middle,Undefined,Middle->Undefined,May,K,Middle,K->Middle,H,0,0.101785714,0.919354839,5,S-M,0,0.0,0.0,8.0,0.0,2010-06-07,2010-06-07,2010-06-07,2010-06-08,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
1076,1077,HC,8.0,8.0,CA,0,6,A,2011-05-08,2011-05-13,2010-10-14,FIXED_NA,2260,10,0,0.526,1900-01-01,2010-08-23,0,3,2010-05-13,FIXED_NA,Southern California,5.0,Private non-Christian,1,7,12.0,700.0,J,0.105,1,East Coast,EXISTING,19,22,2260,1,2010-10-05,2010-10-05,215.0,215.0,Middle,Middle,Middle->Middle,May,Middle,High,Middle->High,H,1,0.027142857000000003,0.8636363640000001,3,M-L,1,10.0,10.0,8.0,10.0,2010-12-15,2010-12-22,1900-01-01,1900-01-01,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1077,1078,HD,8.0,8.0,CA,0,6,A,2011-05-08,2011-05-13,2010-10-10,FIXED_NA,2260,31,0,0.633,1900-01-01,2010-08-23,0,5,2010-05-13,FIXED_NA,Southern California,5.0,Private non-Christian,1,7,12.0,700.0,J,0.102,1,East Coast,EXISTING,49,54,2260,1,2010-09-10,2010-09-10,240.0,240.0,Middle,Middle,Middle->Middle,May,Middle,High,Middle->High,H,1,0.07,0.907407407,5,M-L,1,10.0,10.0,8.0,10.0,2010-09-20,2010-09-28,2010-10-05,2010-10-15,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1078,1079,HD,8.0,8.0,AL,0,6,B,2011-05-08,2011-05-13,2010-10-15,FIXED_NA,1164,29,7,0.853,2010-04-30,2010-08-25,11,3,2010-03-11,B,Other,10.0,PUBLIC,1,6,8.0,672.0,K,0.294,0,East Coast,EXISTING,34,37,1164,2,2010-05-17,2010-09-02,356.0,248.0,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.050595238,0.9189189190000001,3,M-L,1,10.0,10.0,10.0,8.0,2010-06-01,2010-06-08,2010-09-12,1900-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1079,1080,Other.Program.Code,0.0,0.0,IL,0,2,B,2011-05-09,2011-05-10,2011-01-07,FIXED_NA,249,17,3,0.405,1900-01-01,2010-11-19,1,6,2010-11-19,C,Other,10.0,PUBLIC,1,PK,8.0,586.0,P,0.0,0,Other.SPR.Product.Type,NEW,42,48,249,1,2010-12-15,2010-12-15,145.0,145.0,Undefined,Undefined,Undefined->Undefined,May,PK,Middle,PK->Middle,H,0,0.071672355,0.875,6,M-L,1,7.0,0.0,0.0,0.0,2010-12-16,2010-12-20,2011-01-18,2011-03-25,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1080,1081,HD,8.0,8.0,MN,1,4,A,2011-05-09,2011-05-12,2010-10-01,FR,1430,39,11,0.619,2010-03-19,2010-09-03,19,6,2010-02-25,C,Other,10.0,PUBLIC,1,6,12.0,220.0,G,0.349,1,East Coast,EXISTING,63,69,1430,1,2010-09-15,2010-09-15,236.0,236.0,Middle,Middle,Middle->Middle,May,Middle,High,Middle->High,H,1,0.28636363600000003,0.913043478,6,S,0,0.0,0.0,0.0,0.0,2010-05-20,2010-06-02,2010-06-10,2010-06-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
1081,1082,CD,8.0,8.0,FL,0,4,A,2011-05-09,2011-05-12,2010-10-01,FIXED_NA,1445,6,0,0.857,2010-04-12,2010-08-09,0,1,2010-04-08,FIXED_NA,Other,10.0,CHD,1,PK,12.0,365.0,D,0.0,0,East Coast,EXISTING,7,8,1445,1,2010-09-01,2010-09-01,250.0,250.0,Middle,Middle,Middle->Middle,May,PK,High,PK->High,C,1,0.019178082,0.875,1,S-M,1,6.0,10.0,10.0,10.0,2010-06-28,1900-01-01,1900-01-01,1900-01-01,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1082,1083,HD,8.0,8.0,Other.Group.State,1,5,A,2011-05-09,2011-05-13,2010-10-22,FIXED_NA,2225,56,9,0.767,2010-04-19,2010-04-19,9,7,2010-04-09,FIXED_NA,Other,7.0,CHD,1,FIXED_NA,0.0,0.0,FIXED_NA,0.040999999999999995,1,East Coast,EXISTING,73,80,2225,2,2010-09-16,2011-05-26,235.0,-17.0,Middle,Middle,Middle->Middle,May,Undefined,Undefined,Undefined->Undefined,H,1,0.0,0.9125,7,FIXED_NA,1,9.0,9.0,9.0,7.0,2010-05-23,2010-05-31,2010-09-12,2010-09-30,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1083,1084,HD,6.0,6.0,WA,0,5,A,2011-05-09,2011-05-13,2010-10-01,FR,2123,12,1,1.0,1900-01-01,2010-08-30,2,1,2010-05-25,FIXED_NA,Pacific Northwest,5.0,Private non-Christian,1,PK,8.0,320.0,P,0.0,0,East Coast,EXISTING,12,13,2123,1,2010-10-06,2010-10-06,215.0,215.0,Middle,Middle,Middle->Middle,May,PK,Middle,PK->Middle,H,1,0.0375,0.923076923,1,S,1,10.0,10.0,10.0,10.0,2010-11-02,2010-11-02,1900-01-01,1900-01-01,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1084,1085,HD,5.0,6.0,CO,1,5,A,2011-05-09,2011-05-13,2010-10-29,FIXED_NA,1648,30,5,0.667,2010-03-03,2010-08-24,3,3,2010-02-20,B,Other,4.0,PUBLIC,1,K,6.0,586.0,N,0.244,0,East Coast,EXISTING,45,48,1648,2,2010-04-15,2010-09-23,389.0,228.0,Elementary,Middle,Elementary->Middle,May,K,Middle,K->Middle,H,0,0.076791809,0.9375,3,M-L,0,10.0,0.0,10.0,0.0,2010-05-02,2010-05-10,2010-05-15,2010-10-29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1085,1086,Other.Program.Code,8.0,8.0,CA,0,5,A,2011-05-09,2011-05-13,2010-11-01,FIXED_NA,2038,14,1,0.539,1900-01-01,2010-09-01,0,2,2010-07-08,FIXED_NA,Northern California,5.0,Catholic,1,PK,8.0,261.0,O,0.154,0,East Coast,EXISTING,26,28,2038,1,2010-09-08,2010-09-08,243.0,243.0,Middle,Middle,Middle->Middle,May,PK,Middle,PK->Middle,H,1,0.099616858,0.9285714290000001,2,S,0,10.0,10.0,10.0,10.0,2010-09-15,2010-10-11,2010-10-28,1900-01-01,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1086,1087,HD,8.0,8.0,TX,0,5,A,2011-05-09,2011-05-13,2010-04-21,SA,1704,0,0,0.0,2010-03-16,2010-03-16,1,7,2010-03-11,B,Houston,1.0,PUBLIC,1,K,8.0,392.0,D,0.0,0,East Coast,EXISTING,44,51,1704,1,2010-08-31,2010-08-31,251.0,251.0,Middle,Middle,Middle->Middle,May,K,Middle,K->Middle,H,1,0.11224489800000001,0.862745098,7,S-M,1,10.0,10.0,10.0,10.0,2011-03-10,2011-03-10,2011-03-10,2011-03-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1087,1088,CD,8.0,8.0,MI,0,5,B,2011-05-09,2011-05-13,2010-06-01,SA,797,0,0,0.0,2010-04-26,2010-11-12,0,4,2010-04-22,FIXED_NA,Other,2.0,CHD,0,PK,8.0,353.0,H,0.0,1,East Coast,EXISTING,45,49,797,0,1900-01-01,1900-01-01,0.0,0.0,Middle,Middle,Middle->Middle,May,PK,Middle,PK->Middle,C,1,0.127478754,0.918367347,4,S-M,1,10.0,0.0,0.0,10.0,2011-03-04,2011-03-04,2011-03-04,2011-03-04,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0
1088,1089,HD,8.0,8.0,CA,0,5,A,2011-05-09,2011-05-13,2010-10-12,FIXED_NA,1999,26,1,0.743,2010-04-01,2010-04-01,0,2,2010-04-01,FIXED_NA,Northern California,5.0,Catholic,1,K,8.0,240.0,Q,0.429,0,East Coast,EXISTING,35,37,1999,1,2010-09-06,2010-09-06,245.0,245.0,Middle,Middle,Middle->Middle,May,K,Middle,K->Middle,H,1,0.145833333,0.9459459459999999,2,S,1,0.0,10.0,10.0,10.0,2010-06-08,2010-06-08,2010-06-15,2011-04-06,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1089,1090,HD,8.0,8.0,MI,0,5,B,2011-05-09,2011-05-13,2010-10-22,FR,781,22,4,0.33299999999999996,2010-03-17,2010-09-01,12,8,2010-03-16,C,Other,2.0,PUBLIC,1,6,8.0,400.0,Z,0.061,1,East Coast,NEW,66,74,781,1,2010-09-15,2010-09-15,236.0,236.0,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.165,0.8918918920000001,8,S-M,1,10.0,0.0,0.0,0.0,2010-04-12,2010-04-26,2010-06-03,2010-09-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1090,1091,HD,8.0,8.0,WI,0,4,A,2011-05-09,2011-05-13,2010-10-15,SA,1407,0,0,0.0,2010-04-16,2010-09-10,9,7,2010-04-16,FIXED_NA,Other,5.0,Private non-Christian,1,PK,12.0,1052.0,P,0.0,0,East Coast,EXISTING,85,92,1407,1,2010-09-03,2010-09-03,248.0,248.0,Middle,Middle,Middle->Middle,May,PK,High,PK->High,H,1,0.080798479,0.923913043,7,L,1,8.0,8.0,8.0,7.0,2010-04-27,2010-04-27,2010-04-27,2010-04-27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1091,1092,HD,8.0,8.0,CA,0,5,A,2011-05-09,2011-05-13,2010-11-15,FR,2249,15,3,0.882,2010-02-19,2010-09-16,2,2,2010-02-20,FIXED_NA,Southern California,5.0,Private non-Christian,0,PK,8.0,225.0,Z,0.177,0,East Coast,EXISTING,17,19,2249,0,1900-01-01,1900-01-01,0.0,0.0,Middle,Middle,Middle->Middle,May,PK,Middle,PK->Middle,H,1,0.075555556,0.894736842,2,S,1,0.0,0.0,10.0,10.0,2010-06-02,2010-06-09,1900-01-01,1900-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1
1092,1093,HD,7.0,8.0,CA,1,5,A,2011-05-09,2011-05-13,2010-10-15,FIXED_NA,1849,25,8,0.568,2010-04-27,2010-09-28,17,4,2010-04-23,E,Northern California,4.0,PUBLIC,1,K,6.0,484.0,J,0.205,0,East Coast,NEW,44,48,1849,1,2010-08-24,2010-08-24,258.0,258.0,Middle,Middle,Middle->Middle,May,K,Middle,K->Middle,H,0,0.090909091,0.916666667,4,S-M,0,10.0,0.0,0.0,10.0,2010-05-25,2010-06-01,2010-09-07,2010-09-29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
